x_rad_per_sec,y_rad_per_sec,z_rad_per_sec,rms_rad_per_sec,TimeInterval,Date
-0.131898,0.138447,0.023309,0.192634,107133.604640,2001-01-02 05:45:33.605 +0000
-0.163889,0.144810,0.020939,0.219700,107133.594661,2001-01-02 05:45:33.595 +0000
-0.171133,0.108566,0.013509,0.203115,107133.584681,2001-01-02 05:45:33.585 +0000
-0.150527,0.040391,0.008491,0.156083,107133.574672,2001-01-02 05:45:33.575 +0000
-0.112854,-0.036282,0.007885,0.118805,107133.564692,2001-01-02 05:45:33.565 +0000
-0.077336,-0.106569,0.006179,0.131818,107133.554713,2001-01-02 05:45:33.555 +0000
-0.057898,-0.149186,-0.002122,0.160041,107133.544734,2001-01-02 05:45:33.545 +0000
-0.070480,-0.172672,-0.018171,0.187385,107133.534755,2001-01-02 05:45:33.535 +0000
-0.103402,-0.170619,-0.039769,0.203432,107133.524745,2001-01-02 05:45:33.525 +0000
-0.141732,-0.154717,-0.059304,0.218042,107133.514766,2001-01-02 05:45:33.515 +0000
-0.185406,-0.156885,-0.061730,0.250598,107133.504786,2001-01-02 05:45:33.505 +0000
-0.226762,-0.218667,-0.047950,0.318647,107133.494807,2001-01-02 05:45:33.495 +0000
-0.254179,-0.295358,-0.036173,0.391346,107133.484828,2001-01-02 05:45:33.485 +0000
-0.252112,-0.280445,-0.037269,0.378944,107133.474818,2001-01-02 05:45:33.475 +0000
-0.211267,-0.141903,-0.026684,0.255895,107133.464839,2001-01-02 05:45:33.465 +0000
-0.148015,0.007277,-0.028800,0.150966,107133.454860,2001-01-02 05:45:33.455 +0000
-0.076749,0.041411,-0.031617,0.092763,107133.444880,2001-01-02 05:45:33.445 +0000
-0.009681,0.056377,-0.030137,0.064656,107133.434901,2001-01-02 05:45:33.435 +0000
0.038167,0.089418,-0.037383,0.104162,107133.424891,2001-01-02 05:45:33.425 +0000
0.040277,0.107502,-0.048103,0.124470,107133.414912,2001-01-02 05:45:33.415 +0000
0.013754,0.092547,-0.056790,0.109450,107133.404933,2001-01-02 05:45:33.405 +0000
-0.027622,0.060542,-0.063393,0.091908,107133.394954,2001-01-02 05:45:33.395 +0000
-0.068987,0.027469,-0.071062,0.102779,107133.384974,2001-01-02 05:45:33.385 +0000
-0.089144,0.014658,-0.076506,0.118383,107133.374995,2001-01-02 05:45:33.375 +0000
-0.077447,0.024246,-0.079658,0.113716,107133.364985,2001-01-02 05:45:33.365 +0000
-0.054073,0.031736,-0.073110,0.096313,107133.355041,2001-01-02 05:45:33.355 +0000
-0.039223,0.036030,-0.064473,0.083626,107133.345062,2001-01-02 05:45:33.345 +0000
-0.022218,0.054136,-0.070819,0.091867,107133.335083,2001-01-02 05:45:33.335 +0000
0.001267,0.058391,-0.080288,0.099284,107133.325103,2001-01-02 05:45:33.325 +0000
0.022705,0.043472,-0.088651,0.101313,107133.315094,2001-01-02 05:45:33.315 +0000
0.034480,0.028575,-0.085326,0.096363,107133.305114,2001-01-02 05:45:33.305 +0000
0.039910,0.007273,-0.085231,0.094393,107133.295135,2001-01-02 05:45:33.295 +0000
0.021885,-0.015105,-0.083155,0.087304,107133.285156,2001-01-02 05:45:33.285 +0000
-0.014362,-0.018318,-0.079117,0.082470,107133.275177,2001-01-02 05:45:33.275 +0000
-0.059131,-0.017286,-0.079422,0.100514,107133.265167,2001-01-02 05:45:33.265 +0000
-0.098575,-0.015185,-0.079694,0.127667,107133.255188,2001-01-02 05:45:33.255 +0000
-0.122004,-0.020526,-0.078769,0.146666,107133.245208,2001-01-02 05:45:33.245 +0000
-0.109248,-0.011997,-0.079774,0.135805,107133.235229,2001-01-02 05:45:33.235 +0000
-0.073118,0.010400,-0.079591,0.108578,107133.225250,2001-01-02 05:45:33.225 +0000
-0.033705,0.008313,-0.073977,0.081718,107133.215240,2001-01-02 05:45:33.215 +0000
0.009937,0.009432,-0.065138,0.066563,107133.205261,2001-01-02 05:45:33.205 +0000
0.042824,0.025468,-0.052137,0.072116,107133.195282,2001-01-02 05:45:33.195 +0000
0.067212,0.038296,-0.041322,0.087702,107133.185302,2001-01-02 05:45:33.185 +0000
0.076727,0.042588,-0.031653,0.093288,107133.175323,2001-01-02 05:45:33.175 +0000
