x_rad_per_sec,y_rad_per_sec,z_rad_per_sec,rms_rad_per_sec,TimeInterval,Date
-1.209083,-2.253538,1.868927,3.167524,44032.13874,2001-01-01 12:13:52.139 +0000
-1.153257,-2.139907,1.710856,2.97258,44032.11875,2001-01-01 12:13:52.119 +0000
-1.212123,-2.13923,1.572619,2.918677,44032.09879,2001-01-01 12:13:52.099 +0000
-1.102181,-2.089249,1.505909,2.801343,44032.07881,2001-01-01 12:13:52.079 +0000
-0.831454,-2.325962,1.337417,2.808932,44032.05885,2001-01-01 12:13:52.059 +0000
-0.771681,-2.448043,1.063545,2.778406,44032.03886,2001-01-01 12:13:52.039 +0000
-0.912947,-2.467315,0.639514,2.707415,44032.0189,2001-01-01 12:13:52.019 +0000
-1.096302,-2.957032,-0.035691,3.153916,44031.99891,2001-01-01 12:13:51.999 +0000
-1.096587,-3.545208,-0.946602,3.82976,44031.97892,2001-01-01 12:13:51.979 +0000
-0.949517,-3.818868,-1.796469,4.32581,44031.95898,2001-01-01 12:13:51.959 +0000
-0.500193,-3.768649,-2.294704,4.440561,44031.93899,2001-01-01 12:13:51.939 +0000
-0.225026,-3.552257,-2.31908,4.248211,44031.91904,2001-01-01 12:13:51.919 +0000
-0.50628,-3.242248,-2.230997,3.968103,44031.89905,2001-01-01 12:13:51.899 +0000
-1.109203,-3.276236,-2.440128,4.232999,44031.87906,2001-01-01 12:13:51.879 +0000
-1.477935,-3.247648,-2.828426,4.553186,44031.8591,2001-01-01 12:13:51.859 +0000
-1.182904,-3.195696,-3.013566,4.54899,44031.83911,2001-01-01 12:13:51.839 +0000
-0.785405,-2.785793,-2.79509,4.023684,44031.81915,2001-01-01 12:13:51.819 +0000
-1.021121,-2.190258,-2.707476,3.629096,44031.79916,2001-01-01 12:13:51.799 +0000
-1.612655,-2.1767,-3.076935,4.099537,44031.77917,2001-01-01 12:13:51.779 +0000
-2.106677,-2.56118,-3.751317,5.007006,44031.75922,2001-01-01 12:13:51.759 +0000
-1.94613,-2.367848,-4.017887,5.053468,44031.73923,2001-01-01 12:13:51.739 +0000
-1.154339,-2.000154,-3.753895,4.407362,44031.71927,2001-01-01 12:13:51.719 +0000
-0.584487,-1.631902,-3.628171,4.020989,44031.69928,2001-01-01 12:13:51.699 +0000
-0.567411,-1.327836,-3.87464,4.134965,44031.67932,2001-01-01 12:13:51.679 +0000
-0.776343,-0.900144,-4.033215,4.204734,44031.65933,2001-01-01 12:13:51.659 +0000
-0.677361,-0.4075,-3.867198,3.947163,44031.63934,2001-01-01 12:13:51.639 +0000
-0.287604,-0.117004,-3.684779,3.697838,44031.61938,2001-01-01 12:13:51.619 +0000
0.415661,-0.355447,-3.81936,3.858319,44031.5994,2001-01-01 12:13:51.599 +0000
1.156124,-0.890264,-4.056529,4.310989,44031.57944,2001-01-01 12:13:51.579 +0000
1.571665,-0.863324,-4.054867,4.433667,44031.55945,2001-01-01 12:13:51.559 +0000
1.809604,-0.347973,-3.795014,4.218753,44031.53946,2001-01-01 12:13:51.539 +0000
2.256741,0.536596,-3.343489,4.069365,44031.5195,2001-01-01 12:13:51.519 +0000
2.745241,1.124215,-2.798986,4.078545,44031.49951,2001-01-01 12:13:51.500 +0000
2.420522,1.115147,-2.495559,3.651067,44031.47955,2001-01-01 12:13:51.480 +0000
1.666462,1.408684,-2.466184,3.292955,44031.45956,2001-01-01 12:13:51.460 +0000
1.484563,1.681013,-2.565387,3.407483,44031.43957,2001-01-01 12:13:51.440 +0000
2.480193,1.272545,-2.618462,3.824536,44031.41962,2001-01-01 12:13:51.420 +0000
3.57387,0.758282,-2.406667,4.374881,44031.39963,2001-01-01 12:13:51.400 +0000
3.41731,0.723923,-2.042199,4.046313,44031.37967,2001-01-01 12:13:51.380 +0000
3.320947,0.807406,-1.857156,3.889682,44031.35968,2001-01-01 12:13:51.360 +0000
4.310707,0.443193,-1.676387,4.646385,44031.33972,2001-01-01 12:13:51.340 +0000
5.163756,-0.238094,-1.730752,5.451291,44031.31973,2001-01-01 12:13:51.320 +0000
4.689052,-0.679754,-1.846018,5.084984,44031.29974,2001-01-01 12:13:51.300 +0000
3.795563,-0.439732,-1.449872,4.086783,44031.27978,2001-01-01 12:13:51.280 +0000
3.50883,0.286572,-0.597904,3.570924,44031.2598,2001-01-01 12:13:51.260 +0000
