x_rad_per_sec,y_rad_per_sec,z_rad_per_sec,rms_rad_per_sec,TimeInterval,Date,,,,X_Gangle,Y_Gangle,Z_Gangle
-3.165961,-0.53674,0.139301,3.214157,5190.454475,2001-01-01 01:26:30.454 +0000,,,,-51.248344,-4.764317,7.626429
-3.456318,-0.264153,0.175067,3.470815,5190.434486,2001-01-01 01:26:30.434 +0000,,,,-54.704662,-5.02847,7.801496
-3.556038,-0.12683,0.165473,3.562145,5190.414527,2001-01-01 01:26:30.415 +0000,,,,-58.2607,-5.1553,7.966969
-3.597778,-0.302654,0.156052,3.613856,5190.394538,2001-01-01 01:26:30.395 +0000,,,,-61.858478,-5.457954,8.123021
-3.734969,-0.178492,0.006266,3.739237,5190.37458,2001-01-01 01:26:30.375 +0000,,,,-65.593447,-5.636446,8.129287
-3.99029,0.101176,-0.119096,3.993349,5190.354615,2001-01-01 01:26:30.355 +0000,,,,-69.583737,-5.53527,8.010191
-4.026981,0.1428,-0.076716,4.030242,5190.334656,2001-01-01 01:26:30.335 +0000,,,,-73.610718,-5.39247,7.933475
-3.932829,0.115078,-0.114472,3.936177,5190.314667,2001-01-01 01:26:30.315 +0000,,,,-77.543547,-5.277392,7.819003
-3.912488,0.192666,-0.191478,3.921906,5190.294678,2001-01-01 01:26:30.295 +0000,,,,-81.456035,-5.084726,7.627525
-3.858892,0.130915,-0.193086,3.865937,5190.27472,2001-01-01 01:26:30.275 +0000,,,,-85.314927,-4.953811,7.434439
-3.790465,0.04795,-0.16248,3.794249,5190.254731,2001-01-01 01:26:30.255 +0000,,,,-89.105392,-4.905861,7.271959
-3.829518,-0.127659,-0.086402,3.83262,5190.234772,2001-01-01 01:26:30.235 +0000,,,,-92.93491,-5.03352,7.185557
-3.930564,-0.115681,0.047516,3.932553,5190.214783,2001-01-01 01:26:30.215 +0000,,,,-96.865474,-5.149201,7.233073
-3.890821,-0.071746,0.139556,3.893984,5190.194825,2001-01-01 01:26:30.195 +0000,,,,-100.756295,-5.220947,7.372629
-4.024811,-0.066656,0.084144,4.026242,5190.174836,2001-01-01 01:26:30.175 +0000,,,,-104.781106,-5.287603,7.456773
-4.309319,-0.080715,0.083331,4.310881,5190.154877,2001-01-01 01:26:30.155 +0000,,,,-109.090425,-5.368318,7.540104
-4.672645,-0.123115,0.274395,4.682314,5190.134888,2001-01-01 01:26:30.135 +0000,,,,-113.76307,-5.491433,7.814499
-5.192134,-0.20031,0.228358,5.201012,5190.114899,2001-01-01 01:26:30.115 +0000,,,,-118.955204,-5.691743,8.042857
-5.514495,-0.284163,0.018051,5.521841,5190.094941,2001-01-01 01:26:30.095 +0000,,,,-124.469699,-5.975906,8.060908
-5.641193,0.026573,-0.074472,5.641747,5190.074952,2001-01-01 01:26:30.075 +0000,,,,-130.110892,-5.949333,7.986436
-5.412725,0.130598,0.136215,5.416013,5190.054993,2001-01-01 01:26:30.055 +0000,,,,-135.523617,-5.818735,8.122651
-4.991059,-0.167051,0.263817,5.000818,5190.035004,2001-01-01 01:26:30.035 +0000,,,,-140.514676,-5.985786,8.386468
-4.506455,-0.497017,0.229518,4.539586,5190.015046,2001-01-01 01:26:30.015 +0000,,,,-145.021131,-6.482803,8.615986
-4.107194,-0.596482,0.381006,4.167733,5189.995057,2001-01-01 01:26:29.995 +0000,,,,-149.128325,-7.079285,8.996992
-3.400347,-0.490966,0.62163,3.491394,5189.975098,2001-01-01 01:26:29.975 +0000,,,,-152.528672,-7.570251,9.618622
-2.540598,-0.30944,0.541458,2.616021,5189.955109,2001-01-01 01:26:29.955 +0000,,,,-155.06927,-7.879691,10.16008
-1.674015,-0.239104,0.298152,1.717088,5189.93512,2001-01-01 01:26:29.935 +0000,,,,-156.743285,-8.118795,10.458232
-0.923383,-0.128103,0.162941,0.946359,5189.915162,2001-01-01 01:26:29.915 +0000,,,,-157.666668,-8.246898,10.621173
-0.422815,-0.049968,0.16397,0.456241,5189.895173,2001-01-01 01:26:29.895 +0000,,,,-158.089483,-8.296866,10.785143
-0.151382,0.026926,0.162387,0.223632,5189.875214,2001-01-01 01:26:29.875 +0000,,,,-158.240865,-8.26994,10.94753
-0.043248,-0.110788,0.012831,0.119621,5189.855225,2001-01-01 01:26:29.855 +0000,,,,-158.284113,-8.380728,10.960361
-0.0368,-0.042764,-0.050352,0.07562,5189.835267,2001-01-01 01:26:29.835 +0000,,,,-158.320913,-8.423492,10.910009
-0.029245,-0.023661,-0.08134,0.089617,5189.815278,2001-01-01 01:26:29.815 +0000,,,,-158.350158,-8.447153,10.828669
0.003599,-0.016112,-0.054426,0.056875,5189.795319,2001-01-01 01:26:29.795 +0000,,,,-158.346559,-8.463265,10.774243
0.007865,-0.008668,-0.060828,0.061944,5189.77533,2001-01-01 01:26:29.775 +0000,,,,-158.338694,-8.471933,10.713415
0.015757,0.003915,-0.143085,0.144003,5189.755341,2001-01-01 01:26:29.755 +0000,,,,-158.322937,-8.468018,10.57033
0.036467,-0.001577,-0.215589,0.218657,5189.735383,2001-01-01 01:26:29.735 +0000,,,,-158.28647,-8.469595,10.354741
0.099678,-0.012917,-0.082636,0.13012,5189.715394,2001-01-01 01:26:29.715 +0000,,,,-158.186792,-8.482512,10.272105
-0.044778,0.032486,-0.202339,0.209765,5189.695435,2001-01-01 01:26:29.695 +0000,,,,-158.23157,-8.450026,10.069766
-0.123887,0.006392,0.036544,0.129322,5189.675446,2001-01-01 01:26:29.675 +0000,,,,-158.355457,-8.443634,10.10631
1.379371,-0.016517,-0.193663,1.392998,5189.655488,2001-01-01 01:26:29.655 +0000,,,,-156.976086,-8.460151,9.912647
1.505055,-0.078671,0.048837,1.507901,5189.635498,2001-01-01 01:26:29.635 +0000,,,,-155.471031,-8.538822,9.961484
1.629709,-0.01158,0.00355,1.629754,5189.61554,2001-01-01 01:26:29.616 +0000,,,,-153.841322,-8.550402,9.965034
1.91287,0.01748,0.039575,1.913359,5189.595551,2001-01-01 01:26:29.596 +0000,,,,-151.928452,-8.532922,10.004609
2.359727,-0.084368,0.075991,2.362457,5189.575562,2001-01-01 01:26:29.576 +0000,,,,-149.568725,-8.61729,10.0806
2.661259,-0.088358,0.096201,2.664462,5189.555603,2001-01-01 01:26:29.556 +0000,,,,-146.907466,-8.705648,10.176801
2.850395,-0.011429,0.13253,2.853498,5189.535614,2001-01-01 01:26:29.536 +0000,,,,-144.057071,-8.717077,10.309331
3.011015,0.175939,0.036938,3.016377,5189.515656,2001-01-01 01:26:29.516 +0000,,,,-141.046056,-8.541138,10.346269
3.158551,0.294932,-0.133351,3.175093,5189.495667,2001-01-01 01:26:29.496 +0000,,,,-137.887505,-8.246206,10.212918
3.326323,-0.180802,-0.004842,3.331237,5189.475708,2001-01-01 01:26:29.476 +0000,,,,-134.561182,-8.427008,10.208076
3.232073,0.118956,0.189245,3.239793,5189.455719,2001-01-01 01:26:29.456 +0000,,,,-131.329109,-8.308052,10.397321
3.241671,0.593128,-0.190232,3.300973,5189.435761,2001-01-01 01:26:29.436 +0000,,,,-128.087438,-7.714924,10.207089
3.550413,-0.074259,-0.49086,3.584953,5189.415772,2001-01-01 01:26:29.416 +0000,,,,-124.537025,-7.789183,9.716229
3.621945,-0.337919,-0.300534,3.650068,5189.395813,2001-01-01 01:26:29.396 +0000,,,,-120.91508,-8.127102,9.415695
3.333339,-0.311379,0.174002,3.35237,5189.375824,2001-01-01 01:26:29.376 +0000,,,,-117.581741,-8.438481,9.589697
3.291501,0.271139,0.111231,3.304522,5189.355871,2001-01-01 01:26:29.356 +0000,,,,-114.29024,-8.167342,9.700928
3.714891,0.154126,-0.372834,3.736733,5189.335913,2001-01-01 01:26:29.336 +0000,,,,-110.575349,-8.013216,9.328094
4.135576,-0.345831,-0.633627,4.198103,5189.315924,2001-01-01 01:26:29.316 +0000,,,,-106.439773,-8.359047,8.694467
4.211972,-0.1555,-0.370775,4.231118,5189.295965,2001-01-01 01:26:29.296 +0000,,,,-102.227801,-8.514547,8.323692
4.449116,0.031667,0.284245,4.458299,5189.275976,2001-01-01 01:26:29.276 +0000,,,,-97.778685,-8.48288,8.607937
4.70206,0.035963,0.223967,4.707528,5189.256018,2001-01-01 01:26:29.256 +0000,,,,-93.076625,-8.446917,8.831904
4.902241,-0.129932,-0.146073,4.906138,5189.236029,2001-01-01 01:26:29.236 +0000,,,,-88.174384,-8.576849,8.685831
4.769682,-0.427375,-0.199585,4.792948,5189.21607,2001-01-01 01:26:29.216 +0000,,,,-83.404702,-9.004224,8.486246
4.666883,-0.184851,-0.313131,4.681027,5189.196081,2001-01-01 01:26:29.196 +0000,,,,-78.737819,-9.189075,8.173115
4.462696,-0.07205,-0.300925,4.473411,5189.176092,2001-01-01 01:26:29.176 +0000,,,,-74.275123,-9.261125,7.87219
4.332567,-0.767854,0.092231,4.40105,5189.156134,2001-01-01 01:26:29.156 +0000,,,,-69.942556,-10.028979,7.964421
4.51012,-0.725632,0.311291,4.578714,5189.136145,2001-01-01 01:26:29.136 +0000,,,,-65.432436,-10.754611,8.275712
4.466042,-0.074583,0.390431,4.483696,5189.116186,2001-01-01 01:26:29.116 +0000,,,,-60.966394,-10.829194,8.666143
4.198876,-0.209158,-0.098247,4.20523,5189.096197,2001-01-01 01:26:29.096 +0000,,,,-56.767518,-11.038352,8.567896
3.874981,-0.292372,-0.052124,3.886345,5189.076239,2001-01-01 01:26:29.076 +0000,,,,-52.892537,-11.330724,8.515772
3.970093,-0.183521,-0.002627,3.974333,5189.05625,2001-01-01 01:26:29.056 +0000,,,,-48.922444,-11.514245,8.513145
3.907009,0.024277,0.043397,3.907325,5189.036291,2001-01-01 01:26:29.036 +0000,,,,-45.015435,-11.489968,8.556542
3.782457,-0.064565,-0.089697,3.784071,5189.016302,2001-01-01 01:26:29.016 +0000,,,,-41.232978,-11.554533,8.466845
3.744821,-0.024054,-0.066554,3.74549,5188.996313,2001-01-01 01:26:28.996 +0000,,,,-37.488157,-11.578587,8.400291
3.989178,-0.037813,-0.102265,3.990668,5188.976355,2001-01-01 01:26:28.976 +0000,,,,-33.498979,-11.6164,8.298026
4.127285,-0.021575,-0.039404,4.12753,5188.956366,2001-01-01 01:26:28.956 +0000,,,,-29.371694,-11.637975,8.258622
3.866838,-0.003533,0.010078,3.866853,5188.936407,2001-01-01 01:26:28.936 +0000,,,,-25.504856,-11.641508,8.2687
3.682893,0.026359,0.089962,3.684086,5188.916418,2001-01-01 01:26:28.916 +0000,,,,-21.821963,-11.615149,8.358662
3.41803,0.044463,0.165058,3.422301,5188.89646,2001-01-01 01:26:28.896 +0000,,,,-18.403933,-11.570686,8.52372
3.073124,-0.03615,-0.020834,3.073408,5188.876471,2001-01-01 01:26:28.876 +0000,,,,-15.330809,-11.606836,8.502886
2.585334,-0.052607,-0.068959,2.586788,5188.856512,2001-01-01 01:26:28.857 +0000,,,,-12.745475,-11.659443,8.433927
2.024498,-0.002519,0.103424,2.027139,5188.836523,2001-01-01 01:26:28.837 +0000,,,,-10.720977,-11.661962,8.537351
1.644852,-0.001648,0.137189,1.650564,5188.816534,2001-01-01 01:26:28.817 +0000,,,,-9.076125,-11.66361,8.67454
1.268487,-0.010378,0.164591,1.279163,5188.796576,2001-01-01 01:26:28.797 +0000,,,,-7.807638,-11.673988,8.839131
0.770185,-0.021588,0.087532,0.775444,5188.776587,2001-01-01 01:26:28.777 +0000,,,,-7.037453,-11.695576,8.926663
0.397323,0.003579,0.036864,0.399045,5188.756628,2001-01-01 01:26:28.757 +0000,,,,-6.64013,-11.691997,8.963527
0.244912,0.002402,0.036907,0.247689,5188.736639,2001-01-01 01:26:28.737 +0000,,,,-6.395218,-11.689595,9.000434
0.296344,0.008087,0.16546,0.339503,5188.716681,2001-01-01 01:26:28.717 +0000,,,,-6.098874,-11.681508,9.165894
0.23925,-0.00535,-0.079578,0.252194,5188.696692,2001-01-01 01:26:28.697 +0000,,,,-5.859624,-11.686858,9.086316
0.186279,0.019993,-0.153731,0.242349,5188.676733,2001-01-01 01:26:28.677 +0000,,,,-5.673345,-11.666865,8.932585
0.097729,0.02528,-0.143658,0.175578,5188.656744,2001-01-01 01:26:28.657 +0000,,,,-5.575616,-11.641585,8.788927
0.019435,0.000973,-0.042612,0.046845,5188.636755,2001-01-01 01:26:28.637 +0000,,,,-5.556181,-11.640612,8.746315
0.004586,-0.012889,-0.043743,0.045832,5188.616797,2001-01-01 01:26:28.617 +0000,,,,-5.551595,-11.653501,8.702572
0.031387,-0.016124,-0.067061,0.075777,5188.596808,2001-01-01 01:26:28.597 +0000,,,,-5.520208,-11.669625,8.635511
0.037749,0.004095,-0.077758,0.086533,5188.576849,2001-01-01 01:26:28.577 +0000,,,,-5.482459,-11.66553,8.557753
0.049569,0.009379,-0.097994,0.110217,5188.55686,2001-01-01 01:26:28.557 +0000,,,,-5.43289,-11.656151,8.459759
0.005246,0.061701,-0.035393,0.071325,5188.536902,2001-01-01 01:26:28.537 +0000,,,,-5.427644,-11.59445,8.424366
-0.026368,0.115131,0.040113,0.124737,5188.516913,2001-01-01 01:26:28.517 +0000,,,,-5.454012,-11.479319,8.464479
-0.350775,0.338319,-0.07274,0.492741,5188.496954,2001-01-01 01:26:28.497 +0000,,,,-5.804787,-11.141,8.391739
-0.554123,0.196675,0.002137,0.587995,5188.476965,2001-01-01 01:26:28.477 +0000,,,,-6.35891,-10.944325,8.393876
-0.504821,0.142821,0.177852,0.553961,5188.456976,2001-01-01 01:26:28.457 +0000,,,,-6.863731,-10.801504,8.571728
-0.72032,-0.189848,0.119602,0.754458,5188.437018,2001-01-01 01:26:28.437 +0000,,,,-7.584051,-10.991352,8.69133
-0.396145,-0.118446,0.036115,0.415048,5188.417029,2001-01-01 01:26:28.417 +0000,,,,-7.980196,-11.109798,8.727445
-0.300631,-0.009762,0.018299,0.301345,5188.39707,2001-01-01 01:26:28.397 +0000,,,,-8.280827,-11.11956,8.745744
-1.371424,0.012067,0.115728,1.376351,5188.377081,2001-01-01 01:26:28.377 +0000,,,,-9.652251,-11.107493,8.861472
-1.599258,0.077091,0.199494,1.613496,5188.357155,2001-01-01 01:26:28.357 +0000,,,,-11.251509,-11.030402,9.060966
-1.156673,-0.048591,0.077807,1.160305,5188.337167,2001-01-01 01:26:28.337 +0000,,,,-12.408182,-11.078993,9.138773
-0.148761,-0.332894,-0.167855,0.401402,5188.317208,2001-01-01 01:26:28.317 +0000,,,,-12.556943,-11.411887,8.970918
0.271757,-0.127193,-0.249989,0.390544,5188.297218,2001-01-01 01:26:28.297 +0000,,,,-12.285186,-11.53908,8.720929
-0.752593,0.151081,-0.281165,0.817481,5188.27723,2001-01-01 01:26:28.277 +0000,,,,-13.037779,-11.387999,8.439764
-2.368661,0.207858,-0.106305,2.380139,5188.257272,2001-01-01 01:26:28.257 +0000,,,,-15.40644,-11.180141,8.333459
-2.230672,-0.178173,0.118994,2.240938,5188.237283,2001-01-01 01:26:28.237 +0000,,,,-17.637112,-11.358314,8.452453
-1.462579,-0.421805,0.020126,1.522321,5188.217324,2001-01-01 01:26:28.217 +0000,,,,-19.099691,-11.780119,8.472579
-1.449412,-0.282506,-0.511214,1.562673,5188.197335,2001-01-01 01:26:28.197 +0000,,,,-20.549103,-12.062625,7.961365
-2.490343,-0.341734,-0.887782,2.665848,5188.177377,2001-01-01 01:26:28.177 +0000,,,,-23.039446,-12.404359,7.073583
-3.510179,0.702009,-0.679526,3.643614,5188.157388,2001-01-01 01:26:28.157 +0000,,,,-26.549625,-11.70235,6.394057
-3.736933,-0.944752,-0.12416,3.856506,5188.137429,2001-01-01 01:26:28.137 +0000,,,,-30.286558,-12.647102,6.269897
-3.34216,-0.370877,0.062865,3.363262,5188.11744,2001-01-01 01:26:28.117 +0000,,,,-33.628718,-13.017979,6.332762
-3.693646,-0.013125,0.093713,3.694858,5188.097451,2001-01-01 01:26:28.097 +0000,,,,-37.322364,-13.031104,6.426475
-3.933022,-0.983353,0.259285,4.062373,5188.077493,2001-01-01 01:26:28.077 +0000,,,,-41.255386,-14.014457,6.68576
-4.190836,-0.865582,0.145032,4.281748,5188.057504,2001-01-01 01:26:28.058 +0000,,,,-45.446222,-14.880039,6.830792
-4.224682,-0.693039,0.142197,4.283511,5188.037544,2001-01-01 01:26:28.038 +0000,,,,-49.670904,-15.573078,6.972989
-4.209812,-0.776378,0.038879,4.28098,5188.017556,2001-01-01 01:26:28.018 +0000,,,,-53.880716,-16.349456,7.011868
-4.217666,-0.579536,-0.052533,4.25762,5187.997598,2001-01-01 01:26:27.998 +0000,,,,-58.098382,-16.928992,6.959335
-3.869452,-0.484973,-0.253457,3.907953,5187.977609,2001-01-01 01:26:27.978 +0000,,,,-61.967834,-17.413965,6.705878
-3.770033,-0.326168,-0.25108,3.792437,5187.95765,2001-01-01 01:26:27.958 +0000,,,,-65.737867,-17.740133,6.454798
-3.775563,-0.384562,-0.170821,3.79894,5187.937661,2001-01-01 01:26:27.938 +0000,,,,-69.51343,-18.124695,6.283977
-3.821616,-0.579506,-0.156711,3.868479,5187.917672,2001-01-01 01:26:27.918 +0000,,,,-73.335046,-18.704201,6.127266
-3.792194,-0.537845,-0.119228,3.832001,5187.897713,2001-01-01 01:26:27.898 +0000,,,,-77.12724,-19.242046,6.008038
-3.59587,-0.877825,-0.239858,3.70923,5187.877724,2001-01-01 01:26:27.878 +0000,,,,-80.72311,-20.119871,5.76818
-3.62001,-0.433773,-0.299996,3.658228,5187.857765,2001-01-01 01:26:27.858 +0000,,,,-84.34312,-20.553644,5.468184
-3.886875,-0.146303,-0.283345,3.899934,5187.837777,2001-01-01 01:26:27.838 +0000,,,,-88.229995,-20.699947,5.184839
-3.92957,-0.525237,-0.149039,3.967318,5187.817818,2001-01-01 01:26:27.818 +0000,,,,-92.159565,-21.225184,5.0358
-3.825981,-1.026882,-0.139497,3.963846,5187.797828,2001-01-01 01:26:27.798 +0000,,,,-95.985546,-22.252066,4.896303
-3.905423,-1.145602,-0.306398,4.081496,5187.777871,2001-01-01 01:26:27.778 +0000,,,,-99.890969,-23.397668,4.589905
-4.174329,-0.643413,-0.476265,4.250392,5187.757882,2001-01-01 01:26:27.758 +0000,,,,-104.065298,-24.041081,4.11364
-4.361143,0.0564,-0.450578,4.38472,5187.737893,2001-01-01 01:26:27.738 +0000,,,,-108.426441,-23.984681,3.663062
-4.162759,0.278514,-0.293841,4.182401,5187.717934,2001-01-01 01:26:27.718 +0000,,,,-112.5892,-23.706167,3.369221
-3.76244,0.361916,-0.287092,3.790693,5187.697945,2001-01-01 01:26:27.698 +0000,,,,-116.35164,-23.344251,3.082129
-3.648439,0.304607,-0.23381,3.668591,5187.677986,2001-01-01 01:26:27.678 +0000,,,,-120.000079,-23.039644,2.848319
-3.68422,0.274177,-0.464767,3.723528,5187.657998,2001-01-01 01:26:27.658 +0000,,,,-123.684299,-22.765467,2.383552
