,,,,,,,,,,,Axis_X,Axis_Y,Axis_Z,,Total_Accel_Data,,Action pattern,Placement of Iphone,Height,Weight,Age,ground condition,Frequncy,Number of step (exactly),number of steps(by program),Accuracy,,Action pattern,Placement of Iphone,Height,Weight,Age,ground condition,Frequncy,Number of step (exactly),number of steps(by program),Accuracy
x_times_g,y_times_g,z_times_g,g_measured,TimeInterval,Date,,,,,,-0.813599,0.974823,0.003281,,1.273723,,Walking ,in pocket of pants,173cm,60 Kilo,28,Flat,25Hz ,150,250,0.6,,Walking ,in pocket of pants,173cm,60 Kilo,28,Flat,25Hz ,150,250,0.6
-0.407181,1.496796,-0.443329,1.613299,6364.445889,2001-01-01 01:46:04.446 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.395905,1.559235,-0.388596,1.65498,6364.436093,2001-01-01 01:46:04.436 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.370193,1.565445,-0.317719,1.639697,6364.426267,2001-01-01 01:46:04.426 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.331604,1.552582,-0.250488,1.607239,6364.416469,2001-01-01 01:46:04.416 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.274399,1.533844,-0.224777,1.574324,6364.406674,2001-01-01 01:46:04.407 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.196655,1.476089,-0.222336,1.505638,6364.396848,2001-01-01 01:46:04.397 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.132889,1.379471,-0.218338,1.402951,6364.387051,2001-01-01 01:46:04.387 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.070984,1.256546,-0.207245,1.275499,6364.377255,2001-01-01 01:46:04.377 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.032272,1.140717,-0.15506,1.151659,6364.367429,2001-01-01 01:46:04.367 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.006165,1.065979,-0.103394,1.070999,6364.357633,2001-01-01 01:46:04.358 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.008804,1.002274,-0.05043,1.00358,6364.347836,2001-01-01 01:46:04.348 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.029648,0.910919,-0.003006,0.911406,6364.33801,2001-01-01 01:46:04.338 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.053146,0.826263,0.027191,0.828417,6364.328213,2001-01-01 01:46:04.328 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.071442,0.769302,0.044128,0.773872,6364.318417,2001-01-01 01:46:04.318 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.091339,0.694977,0.033234,0.701741,6364.308591,2001-01-01 01:46:04.309 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.113419,0.602814,0.003342,0.6134,6364.298795,2001-01-01 01:46:04.299 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.136185,0.509567,-0.022446,0.527929,6364.288999,2001-01-01 01:46:04.289 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.154251,0.421692,-0.062271,0.453316,6364.279172,2001-01-01 01:46:04.279 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.159515,0.350266,-0.090942,0.395476,6364.269376,2001-01-01 01:46:04.269 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.153381,0.289581,-0.106415,0.344539,6364.25958,2001-01-01 01:46:04.260 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.132263,0.242981,-0.090988,0.291225,6364.249753,2001-01-01 01:46:04.250 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.10704,0.245636,-0.061768,0.274973,6364.239957,2001-01-01 01:46:04.240 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.078079,0.258865,-0.02626,0.271656,6364.230161,2001-01-01 01:46:04.230 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05162,0.275635,0.015152,0.280836,6364.220334,2001-01-01 01:46:04.220 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.035812,0.311722,0.056122,0.318752,6364.210538,2001-01-01 01:46:04.211 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.027069,0.34288,0.077072,0.352477,6364.200742,2001-01-01 01:46:04.201 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.025635,0.377182,0.087372,0.388017,6364.190914,2001-01-01 01:46:04.191 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.030273,0.419647,0.075653,0.427485,6364.181119,2001-01-01 01:46:04.181 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04213,0.453796,0.047836,0.458251,6364.171323,2001-01-01 01:46:04.171 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.070847,0.467117,-0.021408,0.472944,6364.161496,2001-01-01 01:46:04.161 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.117004,0.496902,-0.097519,0.519723,6364.1517,2001-01-01 01:46:04.152 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.169266,0.534698,-0.190842,0.592431,6364.141904,2001-01-01 01:46:04.142 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.206772,0.598236,-0.270996,0.688535,6364.132108,2001-01-01 01:46:04.132 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.193497,0.67691,-0.293945,0.762924,6364.122281,2001-01-01 01:46:04.122 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.145767,0.743042,-0.26622,0.802641,6364.112485,2001-01-01 01:46:04.112 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.064056,0.760971,-0.178284,0.784197,6364.102689,2001-01-01 01:46:04.103 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.026489,0.799911,-0.074051,0.803768,6364.092893,2001-01-01 01:46:04.093 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.086517,0.87413,0.010117,0.87846,6364.083065,2001-01-01 01:46:04.083 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.073837,0.943451,0.041473,0.947244,6364.07327,2001-01-01 01:46:04.073 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.01355,1.023926,-0.000183,1.024015,6364.063474,2001-01-01 01:46:04.063 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.071167,1.071945,-0.087234,1.077841,6364.053647,2001-01-01 01:46:04.054 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.156464,1.116699,-0.226791,1.150188,6364.043851,2001-01-01 01:46:04.044 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.182877,1.213272,-0.358398,1.27825,6364.034055,2001-01-01 01:46:04.034 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.13887,1.34256,-0.477936,1.431843,6364.024259,2001-01-01 01:46:04.024 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.038437,1.409485,-0.518814,1.502429,6364.014432,2001-01-01 01:46:04.014 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.06868,1.455063,-0.501022,1.540438,6364.004636,2001-01-01 01:46:04.005 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.142548,1.496658,-0.439758,1.566427,6363.99484,2001-01-01 01:46:03.995 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.165924,1.524796,-0.361511,1.575824,6363.985043,2001-01-01 01:46:03.985 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.19252,1.567444,-0.328064,1.612938,6363.975216,2001-01-01 01:46:03.975 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.28537,1.642715,-0.321274,1.697989,6363.965421,2001-01-01 01:46:03.965 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.366257,1.671783,-0.338058,1.744502,6363.955624,2001-01-01 01:46:03.956 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.41481,1.700287,-0.36235,1.787272,6363.945798,2001-01-01 01:46:03.946 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.447662,1.752747,-0.391861,1.850967,6363.936002,2001-01-01 01:46:03.936 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.469543,1.782883,-0.404678,1.887566,6363.926206,2001-01-01 01:46:03.926 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.473206,1.777496,-0.389511,1.880196,6363.916409,2001-01-01 01:46:03.916 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.459442,1.747971,-0.385117,1.847919,6363.906583,2001-01-01 01:46:03.907 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.429871,1.750015,-0.415894,1.849408,6363.896787,2001-01-01 01:46:03.897 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.39563,1.766281,-0.449783,1.865094,6363.88699,2001-01-01 01:46:03.887 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.380768,1.773285,-0.488251,1.878274,6363.877194,2001-01-01 01:46:03.877 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.406769,1.742599,-0.506317,1.859696,6363.867368,2001-01-01 01:46:03.867 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.464111,1.710815,-0.496414,1.840846,6363.857572,2001-01-01 01:46:03.858 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.563126,1.723404,-0.452011,1.868568,6363.847775,2001-01-01 01:46:03.848 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.687241,1.755371,-0.390427,1.925113,6363.837949,2001-01-01 01:46:03.838 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.801132,1.756989,-0.287094,1.952241,6363.828153,2001-01-01 01:46:03.828 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.896896,1.727936,-0.213165,1.958475,6363.818356,2001-01-01 01:46:03.818 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.977066,1.674881,-0.12999,1.943394,6363.80856,2001-01-01 01:46:03.809 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.019226,1.611343,-0.071503,1.907973,6363.798734,2001-01-01 01:46:03.799 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.013275,1.54924,-0.040649,1.851627,6363.788937,2001-01-01 01:46:03.789 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.960983,1.446014,-0.034073,1.73655,6363.779141,2001-01-01 01:46:03.779 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.888245,1.345474,-0.052383,1.613079,6363.769315,2001-01-01 01:46:03.769 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.831909,1.242783,-0.113007,1.499784,6363.759519,2001-01-01 01:46:03.760 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.795258,1.131531,-0.174942,1.394059,6363.749722,2001-01-01 01:46:03.750 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.795288,1.028091,-0.231537,1.320252,6363.739926,2001-01-01 01:46:03.740 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.813522,0.948517,-0.27832,1.280221,6363.7301,2001-01-01 01:46:03.730 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.828873,0.893463,-0.309692,1.257464,6363.720303,2001-01-01 01:46:03.720 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.849258,0.852829,-0.329819,1.247933,6363.710507,2001-01-01 01:46:03.711 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.864166,0.827148,-0.348831,1.24605,6363.700711,2001-01-01 01:46:03.701 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.86058,0.818481,-0.367126,1.243098,6363.690884,2001-01-01 01:46:03.691 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.839233,0.829681,-0.398346,1.245537,6363.681088,2001-01-01 01:46:03.681 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.801163,0.856277,-0.430435,1.249139,6363.671292,2001-01-01 01:46:03.671 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.737274,0.911346,-0.46756,1.262037,6363.661496,2001-01-01 01:46:03.661 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.656113,0.97348,-0.501801,1.276695,6363.651669,2001-01-01 01:46:03.652 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.575974,1.051239,-0.526535,1.309232,6363.641873,2001-01-01 01:46:03.642 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.5233,1.12146,-0.524307,1.344029,6363.632077,2001-01-01 01:46:03.632 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.490662,1.153015,-0.490784,1.345757,6363.62225,2001-01-01 01:46:03.622 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.49057,1.163559,-0.434631,1.335452,6363.612454,2001-01-01 01:46:03.612 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.516342,1.132217,-0.361526,1.29585,6363.602658,2001-01-01 01:46:03.603 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.540604,1.089981,-0.283188,1.249202,6363.592862,2001-01-01 01:46:03.593 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.554977,1.087555,-0.227341,1.241958,6363.583035,2001-01-01 01:46:03.583 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.565125,1.126907,-0.199738,1.276394,6363.573239,2001-01-01 01:46:03.573 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.566071,1.199677,-0.212143,1.343378,6363.563443,2001-01-01 01:46:03.563 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.563187,1.299805,-0.256699,1.439641,6363.553647,2001-01-01 01:46:03.554 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.563187,1.378555,-0.327255,1.524693,6363.54382,2001-01-01 01:46:03.544 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.58757,1.444534,-0.428085,1.61715,6363.534024,2001-01-01 01:46:03.534 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.634277,1.52565,-0.525482,1.733796,6363.524228,2001-01-01 01:46:03.524 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.701782,1.64975,-0.632675,1.901171,6363.514401,2001-01-01 01:46:03.514 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.77562,1.782074,-0.695465,2.06423,6363.504605,2001-01-01 01:46:03.505 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.820694,1.89592,-0.702866,2.182217,6363.494809,2001-01-01 01:46:03.495 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.790405,1.917435,-0.639877,2.170424,6363.484982,2001-01-01 01:46:03.485 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.70224,1.928024,-0.551163,2.124664,6363.475186,2001-01-01 01:46:03.475 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.611282,2.037018,-0.515091,2.188247,6363.46539,2001-01-01 01:46:03.465 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.523453,2.111572,-0.502838,2.232843,6363.455594,2001-01-01 01:46:03.456 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.44162,2.192963,-0.522232,2.297137,6363.445766,2001-01-01 01:46:03.446 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.366821,2.22644,-0.541733,2.320575,6363.435971,2001-01-01 01:46:03.436 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.288559,2.203766,-0.568665,2.294173,6363.426175,2001-01-01 01:46:03.426 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.212875,2.131638,-0.563889,2.215212,6363.416348,2001-01-01 01:46:03.416 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.167542,2.042984,-0.558884,2.124666,6363.406552,2001-01-01 01:46:03.407 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.137802,1.987534,-0.539841,2.064148,6363.396756,2001-01-01 01:46:03.397 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.114685,1.970139,-0.508011,2.037811,6363.38696,2001-01-01 01:46:03.387 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.086853,1.936768,-0.436264,1.987194,6363.377133,2001-01-01 01:46:03.377 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.049393,1.879318,-0.336609,1.909864,6363.367337,2001-01-01 01:46:03.367 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.001251,1.792801,-0.244431,1.809387,6363.357541,2001-01-01 01:46:03.358 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.041916,1.702103,-0.169678,1.711053,6363.347714,2001-01-01 01:46:03.348 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.081345,1.608109,-0.145401,1.616716,6363.337918,2001-01-01 01:46:03.338 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.124756,1.492554,-0.169052,1.507269,6363.328122,2001-01-01 01:46:03.328 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.169739,1.332687,-0.211975,1.360074,6363.318295,2001-01-01 01:46:03.318 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.213593,1.175018,-0.283585,1.227481,6363.308499,2001-01-01 01:46:03.308 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.260483,1.049515,-0.325226,1.129205,6363.298703,2001-01-01 01:46:03.299 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.307007,0.925873,-0.370132,1.043308,6363.288906,2001-01-01 01:46:03.289 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.341339,0.814667,-0.359131,0.953504,6363.27908,2001-01-01 01:46:03.279 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.351212,0.722092,-0.304489,0.858766,6363.269284,2001-01-01 01:46:03.269 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.346771,0.644684,-0.217651,0.763701,6363.259488,2001-01-01 01:46:03.259 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.332184,0.584747,-0.104294,0.680553,6363.249661,2001-01-01 01:46:03.250 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.316757,0.548538,0.044312,0.634975,6363.239865,2001-01-01 01:46:03.240 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.293442,0.510773,0.186066,0.617752,6363.230069,2001-01-01 01:46:03.230 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.257217,0.497009,0.286652,0.628767,6363.220273,2001-01-01 01:46:03.220 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.226837,0.485168,0.334442,0.631423,6363.210446,2001-01-01 01:46:03.210 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.220993,0.455307,0.320969,0.599302,6363.20065,2001-01-01 01:46:03.201 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.23851,0.407089,0.26239,0.539868,6363.190854,2001-01-01 01:46:03.191 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.278442,0.345413,0.165466,0.473518,6363.181057,2001-01-01 01:46:03.181 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.333023,0.2789,0.035797,0.435857,6363.171231,2001-01-01 01:46:03.171 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.401062,0.248123,-0.127686,0.488589,6363.161435,2001-01-01 01:46:03.161 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.462494,0.243271,-0.250549,0.579531,6363.151639,2001-01-01 01:46:03.152 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.523392,0.275238,-0.349747,0.687035,6363.141812,2001-01-01 01:46:03.142 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.528488,0.357513,-0.381134,0.743222,6363.132016,2001-01-01 01:46:03.132 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.495438,0.452835,-0.385178,0.773873,6363.12222,2001-01-01 01:46:03.122 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.421097,0.556442,-0.351868,0.781512,6363.112424,2001-01-01 01:46:03.112 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.303909,0.666504,-0.298691,0.791078,6363.102597,2001-01-01 01:46:03.103 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.159958,0.729233,-0.240051,0.784214,6363.092801,2001-01-01 01:46:03.093 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.014099,0.698456,-0.117874,0.708473,6363.083005,2001-01-01 01:46:03.083 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.125473,0.658615,-0.002335,0.670465,6363.073178,2001-01-01 01:46:03.073 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.239243,0.677933,0.081985,0.723569,6363.063382,2001-01-01 01:46:03.063 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.320969,0.716934,0.098053,0.7916,6363.053586,2001-01-01 01:46:03.054 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.362885,0.774124,0.068207,0.857674,6363.04379,2001-01-01 01:46:03.044 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.346634,0.851944,-0.006317,0.919784,6363.033963,2001-01-01 01:46:03.034 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.278793,0.960861,-0.12619,1.008417,6363.024167,2001-01-01 01:46:03.024 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.191605,1.06958,-0.242813,1.113406,6363.014371,2001-01-01 01:46:03.014 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.11528,1.20076,-0.366943,1.260857,6363.004544,2001-01-01 01:46:03.005 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.070251,1.291534,-0.444427,1.367667,6362.994748,2001-01-01 01:46:02.995 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.070587,1.275375,-0.475433,1.362939,6362.984952,2001-01-01 01:46:02.985 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.10907,1.190155,-0.475067,1.2861,6362.975125,2001-01-01 01:46:02.975 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.152954,1.145966,-0.474945,1.249882,6362.965329,2001-01-01 01:46:02.965 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.172211,1.159531,-0.479538,1.26654,6362.955533,2001-01-01 01:46:02.956 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.180496,1.189056,-0.477798,1.294112,6362.945706,2001-01-01 01:46:02.946 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.195923,1.229599,-0.471909,1.331539,6362.935909,2001-01-01 01:46:02.936 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.254913,1.318283,-0.475479,1.424406,6362.926114,2001-01-01 01:46:02.926 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.311691,1.441483,-0.49765,1.556496,6362.916287,2001-01-01 01:46:02.916 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.355057,1.549042,-0.525665,1.673894,6362.906491,2001-01-01 01:46:02.906 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.37706,1.633209,-0.564697,1.768737,6362.896695,2001-01-01 01:46:02.897 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.391449,1.699631,-0.605179,1.846136,6362.886868,2001-01-01 01:46:02.887 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.41597,1.759186,-0.652466,1.921842,6362.877072,2001-01-01 01:46:02.877 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.455551,1.835007,-0.716461,2.021903,6362.867276,2001-01-01 01:46:02.867 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.502655,1.891586,-0.800049,2.114436,6362.85748,2001-01-01 01:46:02.857 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.550262,1.932816,-0.887726,2.196957,6362.847653,2001-01-01 01:46:02.848 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.635834,1.930664,-0.969803,2.252169,6362.837857,2001-01-01 01:46:02.838 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.737366,1.879974,-1.00563,2.255949,6362.82806,2001-01-01 01:46:02.828 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.852509,1.834671,-0.986099,2.250596,6362.818234,2001-01-01 01:46:02.818 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.954498,1.720047,-0.926849,2.174552,6362.808438,2001-01-01 01:46:02.808 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.005157,1.586273,-0.866898,2.068361,6362.798642,2001-01-01 01:46:02.799 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.965622,1.454315,-0.727386,1.891177,6362.788815,2001-01-01 01:46:02.789 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.886536,1.380676,-0.60231,1.747853,6362.779019,2001-01-01 01:46:02.779 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.789612,1.289703,-0.496109,1.591523,6362.769223,2001-01-01 01:46:02.769 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.686768,1.200562,-0.400436,1.439912,6362.759396,2001-01-01 01:46:02.759 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.622955,1.150497,-0.328323,1.348894,6362.749599,2001-01-01 01:46:02.750 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
