,,,,,,,,,,,Axis_X,Axis_Y,Axis_Z,,Total_Accel_Data,,Action pattern,Placement of Iphone,Height,Weight,Age,ground condition,Frequncy,Number of step (exactly),number of steps(by program),Accuracy,,Action pattern,Placement of Iphone,Height,Weight,Age,ground condition,Frequncy,Number of step (exactly),number of steps(by program),Accuracy
x_times_g,y_times_g,z_times_g,g_measured,TimeInterval,Date,,,,,,-0.813599,0.974823,0.003281,,1.273723,,Walking ,in pocket of pants,173cm,60 Kilo,28,Flat,25Hz ,150,250,0.6,,Walking ,in pocket of pants,173cm,60 Kilo,28,Flat,25Hz ,150,250,0.6
-0.087677,-0.917267,-0.485184,1.041378,6413.140322,2001-01-01 01:46:53.140 +0000,,,,,,0.400406,0.503662,-0.016739,,0.65646,,,,,,,,,,,,,,,,,,,,,,
-0.058624,-0.890671,-0.467606,1.007664,6413.130495,2001-01-01 01:46:53.130 +0000,,,,,,0.410126,0.487793,0.016373,,0.643646,,,,,,,,,,,,,,,,,,,,,,
-0.002457,-0.86412,-0.459061,0.978492,6413.120699,2001-01-01 01:46:53.121 +0000,,,,,,0.397064,0.493515,0.050125,,0.637505,,,,,,,,,,,,,,,,,,,,,,
0.005051,-0.880432,-0.459091,0.992951,6413.110903,2001-01-01 01:46:53.111 +0000,,,,,,0.355042,0.524643,0.078369,,0.635397,,,,,,,,,,,,,,,,,,,,,,
-0.015518,-0.897095,-0.46257,1.009451,6413.101076,2001-01-01 01:46:53.101 +0000,,,,,,0.306488,0.56076,0.110458,,0.638315,,,,,,,,,,,,,,,,,,,,,,
-0.049973,-0.908813,-0.454163,1.017203,6413.09128,2001-01-01 01:46:53.091 +0000,,,,,,0.286072,0.588333,0.147003,,0.648528,,,,,,,,,,,,,,,,,,,,,,
-0.092422,-0.909866,-0.438278,1.014143,6413.081484,2001-01-01 01:46:53.081 +0000,,,,,,0.276337,0.617966,0.187057,,0.670509,,,,,,,,,,,,,,,,,,,,,,
-0.126816,-0.89743,-0.426025,1.00148,6413.071657,2001-01-01 01:46:53.072 +0000,,,,,,0.296692,0.653168,0.201874,,0.702306,,,,,,,,,,,,,,,,,,,,,,
-0.140091,-0.89003,-0.405869,0.988184,6413.061861,2001-01-01 01:46:53.062 +0000,,,,,,0.351044,0.688156,0.188721,,0.745256,,,,,,,,,,,,,,,,,,,,,,
-0.118179,-0.896759,-0.407257,0.991968,6413.052065,2001-01-01 01:46:53.052 +0000,,,,,,0.438797,0.706436,0.149551,,0.79524,,,,,,,,,,,,,,,,,,,,,,
-0.07135,-0.902496,-0.429672,1.002102,6413.042269,2001-01-01 01:46:53.042 +0000,,,,,,0.546036,0.70134,0.082993,,0.844962,,,,,,,,,,,,,,,,,,,,,,
-0.031891,-0.901123,-0.454239,1.00964,6413.032442,2001-01-01 01:46:53.032 +0000,,,,,,0.618713,0.730759,0.010147,,0.892704,,,,,,,,,,,,,,,,,,,,,,
-0.033997,-0.906113,-0.468018,1.02041,6413.022646,2001-01-01 01:46:53.023 +0000,,,,,,0.657913,0.754501,-0.081604,,0.957558,,,,,,,,,,,,,,,,,,,,,,
-0.041168,-0.920715,-0.448532,1.024984,6413.01285,2001-01-01 01:46:53.013 +0000,,,,,,0.625458,0.843765,-0.167694,,1.004381,,,,,,,,,,,,,,,,,,,,,,
-0.048477,-0.926651,-0.416626,1.017157,6413.003023,2001-01-01 01:46:53.003 +0000,,,,,,0.554916,0.895584,-0.201477,,1.063606,,,,,,,,,,,,,,,,,,,,,,
-0.046707,-0.914886,-0.36554,0.986315,6412.993227,2001-01-01 01:46:52.993 +0000,,,,,,0.445923,0.973663,-0.247528,,1.072658,,,,,,,,,,,,,,,,,,,,,,
-0.070984,-0.918594,-0.319382,0.97512,6412.983431,2001-01-01 01:46:52.983 +0000,,,,,,0.336227,1.007919,-0.234711,,1.099153,,,,,,,,,,,,,,,,,,,,,,
-0.086075,-0.941147,-0.300705,0.991761,6412.973635,2001-01-01 01:46:52.974 +0000,,,,,,0.231262,1.031708,-0.211227,,1.088136,,,,,,,,,,,,,,,,,,,,,,
-0.100006,-0.947571,-0.314667,1.003447,6412.963808,2001-01-01 01:46:52.964 +0000,,,,,,0.116089,1.111954,-0.202209,,1.078202,,,,,,,,,,,,,,,,,,,,,,
-0.124435,-0.951981,-0.334717,1.016753,6412.954012,2001-01-01 01:46:52.954 +0000,,,,,,0.013779,1.170578,-0.1763,,1.136137,,,,,,,,,,,,,,,,,,,,,,
-0.148849,-0.984146,-0.362259,1.059213,6412.944216,2001-01-01 01:46:52.944 +0000,,,,,,-0.083664,1.213089,-0.147293,,1.18386,,,,,,,,,,,,,,,,,,,,,,
-0.157471,-1.018158,-0.391922,1.102291,6412.934389,2001-01-01 01:46:52.934 +0000,,,,,,-0.156204,1.281143,-0.134644,,1.224859,,,,,,,,,,,,,,,,,,,,,,
-0.158768,-1.001694,-0.4133,1.095178,6412.924593,2001-01-01 01:46:52.925 +0000,,,,,,-0.20018,1.361588,-0.124832,,1.297635,,,,,,,,,,,,,,,,,,,,,,
-0.134491,-0.950073,-0.425186,1.049529,6412.914797,2001-01-01 01:46:52.915 +0000,,,,,,-0.251434,1.472839,-0.172424,,1.381874,,,,,,,,,,,,,,,,,,,,,,
-0.098633,-0.958023,-0.427155,1.053564,6412.90497,2001-01-01 01:46:52.905 +0000,,,,,,-0.284622,1.559357,-0.213501,,1.504063,,,,,,,,,,,,,,,,,,,,,,
-0.055847,-0.952957,-0.416885,1.041652,6412.895174,2001-01-01 01:46:52.895 +0000,,,,,,-0.293884,1.664841,-0.275696,,1.599433,,,,,,,,,,,,,,,,,,,,,,
-0.006165,-0.976624,-0.368896,1.04399,6412.885378,2001-01-01 01:46:52.885 +0000,,,,,,-0.288071,1.768738,-0.3479,,1.712913,,,,,,,,,,,,,,,,,,,,,,
0.021957,-0.995987,-0.315643,1.045037,6412.875551,2001-01-01 01:46:52.876 +0000,,,,,,-0.273544,1.846878,-0.435623,,1.825501,,,,,,,,,,,,,,,,,,,,,,
0.012817,-0.951035,-0.261154,0.986323,6412.865755,2001-01-01 01:46:52.866 +0000,,,,,,-0.254532,1.895432,-0.494385,,1.917173,,,,,,,,,,,,,,,,,,,,,,
-0.013657,-0.8629,-0.205109,0.887047,6412.855959,2001-01-01 01:46:52.856 +0000,,,,,,-0.241547,1.941269,-0.550171,,1.975313,,,,,,,,,,,,,,,,,,,,,,
-0.041595,-0.790894,-0.197617,0.816269,6412.846163,2001-01-01 01:46:52.846 +0000,,,,,,-0.242294,1.972565,-0.616211,,2.032131,,,,,,,,,,,,,,,,,,,,,,
-0.056137,-0.865784,-0.170471,0.884191,6412.836336,2001-01-01 01:46:52.836 +0000,,,,,,-0.272827,1.967438,-0.651672,,2.080729,,,,,,,,,,,,,,,,,,,,,,
-0.108047,-0.902527,-0.214294,0.93389,6412.82654,2001-01-01 01:46:52.827 +0000,,,,,,-0.326813,1.899017,-0.630859,,2.090436,,,,,,,,,,,,,,,,,,,,,,
-0.159561,-0.915909,-0.21196,0.953559,6412.816744,2001-01-01 01:46:52.817 +0000,,,,,,-0.378403,1.807327,-0.609589,,2.027574,,,,,,,,,,,,,,,,,,,,,,
-0.186874,-0.911087,-0.202347,0.951812,6412.806917,2001-01-01 01:46:52.807 +0000,,,,,,-0.413635,1.660294,-0.552338,,1.944536,,,,,,,,,,,,,,,,,,,,,,
-0.1875,-0.905197,-0.217102,0.949564,6412.797121,2001-01-01 01:46:52.797 +0000,,,,,,-0.438858,1.5401,-0.512405,,1.797984,,,,,,,,,,,,,,,,,,,,,,
-0.156113,-0.886002,-0.197632,0.921102,6412.787325,2001-01-01 01:46:52.787 +0000,,,,,,-0.46785,1.457367,-0.484207,,1.681388,,,,,,,,,,,,,,,,,,,,,,
-0.094833,-0.86113,-0.206726,0.890659,6412.777498,2001-01-01 01:46:52.777 +0000,,,,,,-0.499207,1.399841,-0.46843,,1.605384,,,,,,,,,,,,,,,,,,,,,,
-0.029129,-0.883636,-0.2565,0.920573,6412.767702,2001-01-01 01:46:52.768 +0000,,,,,,-0.541504,1.35434,-0.450089,,1.558265,,,,,,,,,,,,,,,,,,,,,,
-0.00029,-0.909546,-0.310425,0.961061,6412.757906,2001-01-01 01:46:52.758 +0000,,,,,,-0.578461,1.303345,-0.430313,,1.526447,,,,,,,,,,,,,,,,,,,,,,
-0.015335,-0.896988,-0.3936,0.979665,6412.74811,2001-01-01 01:46:52.748 +0000,,,,,,-0.60466,1.23822,-0.411179,,1.489461,,,,,,,,,,,,,,,,,,,,,,
-0.113144,-0.905121,-0.421539,1.004859,6412.738283,2001-01-01 01:46:52.738 +0000,,,,,,-0.626205,1.193741,-0.395508,,1.438009,,,,,,,,,,,,,,,,,,,,,,
-0.185455,-0.919449,-0.431335,1.03239,6412.728487,2001-01-01 01:46:52.728 +0000,,,,,,-0.637848,1.150635,-0.378235,,1.404841,,,,,,,,,,,,,,,,,,,,,,
-0.236801,-0.963531,-0.404297,1.071412,6412.718691,2001-01-01 01:46:52.719 +0000,,,,,,-0.644745,1.114563,-0.348648,,1.368894,,,,,,,,,,,,,,,,,,,,,,
-0.241409,-1.005798,-0.360016,1.095226,6412.708864,2001-01-01 01:46:52.709 +0000,,,,,,-0.651215,1.108139,-0.320862,,1.33398,,,,,,,,,,,,,,,,,,,,,,
-0.257324,-1.001846,-0.341324,1.089226,6412.699068,2001-01-01 01:46:52.699 +0000,,,,,,-0.659348,1.095886,-0.298477,,1.324766,,,,,,,,,,,,,,,,,,,,,,
-0.299225,-1.054916,-0.341995,1.148627,6412.689272,2001-01-01 01:46:52.689 +0000,,,,,,-0.661057,1.07579,-0.282379,,1.313314,,,,,,,,,,,,,,,,,,,,,,
-0.249496,-1.160156,-0.354538,1.23851,6412.679445,2001-01-01 01:46:52.679 +0000,,,,,,-0.661545,1.064285,-0.273972,,1.293854,,,,,,,,,,,,,,,,,,,,,,
-0.188141,-1.135345,-0.356995,1.204928,6412.669649,2001-01-01 01:46:52.670 +0000,,,,,,-0.66069,1.052902,-0.277481,,1.282733,,,,,,,,,,,,,,,,,,,,,,
-0.095444,-1.051666,-0.336349,1.108261,6412.659853,2001-01-01 01:46:52.660 +0000,,,,,,-0.644638,1.036194,-0.288483,,1.273621,,,,,,,,,,,,,,,,,,,,,,
-0.006912,-0.951126,-0.297119,0.996478,6412.650026,2001-01-01 01:46:52.650 +0000,,,,,,-0.632889,1.018188,-0.303116,,1.253985,,,,,,,,,,,,,,,,,,,,,,
0.01799,-0.939804,-0.250259,0.97272,6412.64023,2001-01-01 01:46:52.640 +0000,,,,,,-0.62851,0.993225,-0.326981,,1.236582,,,,,,,,,,,,,,,,,,,,,,
-0.002258,-0.978058,-0.107407,0.98394,6412.630434,2001-01-01 01:46:52.630 +0000,,,,,,-0.632599,0.960037,-0.351364,,1.220015,,,,,,,,,,,,,,,,,,,,,,
-0.049438,-0.92955,-0.145523,0.94217,6412.620607,2001-01-01 01:46:52.621 +0000,,,,,,-0.638535,0.922974,-0.392838,,1.20221,,,,,,,,,,,,,,,,,,,,,,
-0.058609,-0.945862,-0.153946,0.960098,6412.610811,2001-01-01 01:46:52.611 +0000,,,,,,-0.640717,0.888138,-0.433746,,1.189087,,,,,,,,,,,,,,,,,,,,,,
-0.076477,-0.926361,-0.188034,0.948341,6412.601015,2001-01-01 01:46:52.601 +0000,,,,,,-0.638474,0.858963,-0.491257,,1.177897,,,,,,,,,,,,,,,,,,,,,,
-0.099655,-0.884537,-0.232208,0.919922,6412.591219,2001-01-01 01:46:52.591 +0000,,,,,,-0.630402,0.835938,-0.554443,,1.177624,,,,,,,,,,,,,,,,,,,,,,
-0.073425,-0.877014,-0.260666,0.917874,6412.581392,2001-01-01 01:46:52.581 +0000,,,,,,-0.616226,0.813095,-0.644836,,1.184738,,,,,,,,,,,,,,,,,,,,,,
-0.069229,-0.878464,-0.367828,0.954876,6412.571596,2001-01-01 01:46:52.572 +0000,,,,,,-0.592438,0.800949,-0.727554,,1.206927,,,,,,,,,,,,,,,,,,,,,,
-0.046478,-0.88327,-0.367111,0.957652,6412.5618,2001-01-01 01:46:52.562 +0000,,,,,,-0.559036,0.798279,-0.806931,,1.233628,,,,,,,,,,,,,,,,,,,,,,
-0.034164,-0.920853,-0.393478,1.001979,6412.551973,2001-01-01 01:46:52.552 +0000,,,,,,-0.529877,0.827728,-0.883133,,1.26527,,,,,,,,,,,,,,,,,,,,,,
-0.04599,-0.980484,-0.459824,1.083929,6412.542177,2001-01-01 01:46:52.542 +0000,,,,,,-0.515411,0.87999,-0.938843,,1.321298,,,,,,,,,,,,,,,,,,,,,,
-0.065781,-0.98465,-0.447906,1.083735,6412.532381,2001-01-01 01:46:52.532 +0000,,,,,,-0.51973,0.937729,-0.93576,,1.386166,,,,,,,,,,,,,,,,,,,,,,
-0.075653,-0.930664,-0.386627,1.010613,6412.522585,2001-01-01 01:46:52.523 +0000,,,,,,-0.53804,1.026138,-0.920334,,1.423061,,,,,,,,,,,,,,,,,,,,,,
-0.115997,-0.844757,-0.375687,0.931778,6412.512758,2001-01-01 01:46:52.513 +0000,,,,,,-0.56337,1.104492,-0.879715,,1.479683,,,,,,,,,,,,,,,,,,,,,,
-0.181137,-0.761978,-0.441498,0.899078,6412.502962,2001-01-01 01:46:52.503 +0000,,,,,,-0.598877,1.162994,-0.800354,,1.520259,,,,,,,,,,,,,,,,,,,,,,
-0.208862,-0.752228,-0.468536,0.910492,6412.493166,2001-01-01 01:46:52.493 +0000,,,,,,-0.622589,1.229095,-0.703293,,1.53355,,,,,,,,,,,,,,,,,,,,,,
-0.217972,-0.817825,-0.468521,0.9674,6412.483339,2001-01-01 01:46:52.483 +0000,,,,,,-0.618332,1.345749,-0.59639,,1.546905,,,,,,,,,,,,,,,,,,,,,,
-0.231323,-0.889236,-0.493225,1.042844,6412.473543,2001-01-01 01:46:52.474 +0000,,,,,,-0.601196,1.453796,-0.517029,,1.596576,,,,,,,,,,,,,,,,,,,,,,
-0.246262,-0.95401,-0.504974,1.107149,6412.463747,2001-01-01 01:46:52.464 +0000,,,,,,-0.547638,1.541458,-0.430008,,1.655983,,,,,,,,,,,,,,,,,,,,,,
-0.230087,-1.006638,-0.491806,1.143736,6412.45392,2001-01-01 01:46:52.454 +0000,,,,,,-0.510925,1.659225,-0.364838,,1.691422,,,,,,,,,,,,,,,,,,,,,,
-0.194077,-0.986664,-0.467178,1.108795,6412.444124,2001-01-01 01:46:52.444 +0000,,,,,,-0.468826,1.790604,-0.365997,,1.774029,,,,,,,,,,,,,,,,,,,,,,
-0.094818,-0.991028,-0.449326,1.092255,6412.434328,2001-01-01 01:46:52.434 +0000,,,,,,-0.447144,1.906357,-0.38208,,1.8868,,,,,,,,,,,,,,,,,,,,,,
-0.016922,-1.030365,-0.391464,1.102353,6412.424501,2001-01-01 01:46:52.425 +0000,,,,,,-0.440872,1.965729,-0.415176,,1.995024,,,,,,,,,,,,,,,,,,,,,,
0.032806,-1.062775,-0.422058,1.143984,6412.414705,2001-01-01 01:46:52.415 +0000,,,,,,-0.423523,1.980331,-0.461456,,2.056898,,,,,,,,,,,,,,,,,,,,,,
0.056168,-1.098724,-0.431564,1.181777,6412.404909,2001-01-01 01:46:52.405 +0000,,,,,,-0.388123,1.968262,-0.51033,,2.077023,,,,,,,,,,,,,,,,,,,,,,
0.007721,-0.996811,-0.39534,1.072374,6412.395083,2001-01-01 01:46:52.395 +0000,,,,,,-0.348465,1.938675,-0.5728,,2.070056,,,,,,,,,,,,,,,,,,,,,,
-0.072418,-0.865265,-0.352951,0.937284,6412.385286,2001-01-01 01:46:52.385 +0000,,,,,,-0.313385,1.902786,-0.621109,,2.051338,,,,,,,,,,,,,,,,,,,,,,
-0.102386,-0.864319,-0.441437,0.975908,6412.37549,2001-01-01 01:46:52.375 +0000,,,,,,-0.283371,1.864014,-0.647659,,2.025977,,,,,,,,,,,,,,,,,,,,,,
-0.074738,-0.907135,-0.501663,1.039301,6412.365664,2001-01-01 01:46:52.366 +0000,,,,,,-0.2547,1.788223,-0.624435,,1.993567,,,,,,,,,,,,,,,,,,,,,,
-0.016037,-1.027649,-0.452728,1.123068,6412.355867,2001-01-01 01:46:52.356 +0000,,,,,,-0.220932,1.721161,-0.576965,,1.91116,,,,,,,,,,,,,,,,,,,,,,
0.062241,-1.089615,-0.384552,1.157158,6412.346071,2001-01-01 01:46:52.346 +0000,,,,,,-0.182938,1.62587,-0.50531,,1.828687,,,,,,,,,,,,,,,,,,,,,,
-0.000885,-1.007629,-0.417435,1.090674,6412.336245,2001-01-01 01:46:52.336 +0000,,,,,,-0.134079,1.513306,-0.441269,,1.712383,,,,,,,,,,,,,,,,,,,,,,
-0.161697,-0.932068,-0.427673,1.038172,6412.326448,2001-01-01 01:46:52.326 +0000,,,,,,-0.075165,1.41806,-0.382477,,1.582021,,,,,,,,,,,,,,,,,,,,,,
-0.236603,-0.875931,-0.278473,0.949096,6412.316652,2001-01-01 01:46:52.317 +0000,,,,,,-0.039246,1.327988,-0.327896,,1.470657,,,,,,,,,,,,,,,,,,,,,,
-0.357529,-0.867188,-0.240631,0.968372,6412.306856,2001-01-01 01:46:52.307 +0000,,,,,,-0.000931,1.260147,-0.292725,,1.368432,,,,,,,,,,,,,,,,,,,,,,
-0.410233,-0.89682,-0.35054,1.04664,6412.29703,2001-01-01 01:46:52.297 +0000,,,,,,0.024582,1.18634,-0.249161,,1.2937,,,,,,,,,,,,,,,,,,,,,,
-0.4245,-0.823685,-0.404785,1.011191,6412.287233,2001-01-01 01:46:52.287 +0000,,,,,,0.045975,1.119919,-0.203156,,1.212472,,,,,,,,,,,,,,,,,,,,,,
-0.322403,-0.731064,-0.40921,0.897692,6412.277437,2001-01-01 01:46:52.277 +0000,,,,,,0.070633,1.034164,-0.158066,,1.139124,,,,,,,,,,,,,,,,,,,,,,
-0.32373,-0.616608,-0.402405,0.804323,6412.267611,2001-01-01 01:46:52.268 +0000,,,,,,0.098572,0.9496,-0.109558,,1.048556,,,,,,,,,,,,,,,,,,,,,,
-0.279526,-0.685455,-0.289139,0.794723,6412.257814,2001-01-01 01:46:52.258 +0000,,,,,,0.131134,0.873367,-0.070023,,0.960968,,,,,,,,,,,,,,,,,,,,,,
-0.123199,-0.687119,-0.359756,0.785325,6412.248018,2001-01-01 01:46:52.248 +0000,,,,,,0.170822,0.810562,-0.046051,,0.885929,,,,,,,,,,,,,,,,,,,,,,
-0.034012,-0.740204,-0.305634,0.801543,6412.238222,2001-01-01 01:46:52.238 +0000,,,,,,0.214111,0.751785,-0.029846,,0.829646,,,,,,,,,,,,,,,,,,,,,,
-0.022537,-0.779617,-0.312637,0.84027,6412.228396,2001-01-01 01:46:52.228 +0000,,,,,,0.264175,0.697922,-0.013794,,0.78225,,,,,,,,,,,,,,,,,,,,,,
-0.016357,-0.80043,-0.404694,0.897069,6412.218599,2001-01-01 01:46:52.219 +0000,,,,,,0.308868,0.648331,-0.004684,,0.746374,,,,,,,,,,,,,,,,,,,,,,
-0.052811,-0.830582,-0.514862,0.978641,6412.208803,2001-01-01 01:46:52.209 +0000,,,,,,0.345703,0.61264,0.020996,,0.71816,,,,,,,,,,,,,,,,,,,,,,
-0.07254,-0.810822,-0.560455,0.988334,6412.198977,2001-01-01 01:46:52.199 +0000,,,,,,0.387955,0.55983,0.060303,,0.703761,,,,,,,,,,,,,,,,,,,,,,
-0.069473,-0.748993,-0.508286,0.907839,6412.18918,2001-01-01 01:46:52.189 +0000,,,,,,0.432709,0.522461,0.086441,,0.68378,,,,,,,,,,,,,,,,,,,,,,
-0.057816,-0.689713,-0.455734,0.828698,6412.179384,2001-01-01 01:46:52.179 +0000,,,,,,0.468811,0.503098,0.130035,,0.683867,,,,,,,,,,,,,,,,,,,,,,
-0.050613,-0.760727,-0.448135,0.88436,6412.169558,2001-01-01 01:46:52.170 +0000,,,,,,0.49649,0.503983,0.172287,,0.699857,,,,,,,,,,,,,,,,,,,,,,
-0.023453,-0.716385,-0.395111,0.818456,6412.159761,2001-01-01 01:46:52.160 +0000,,,,,,0.513992,0.514954,0.203384,,0.728137,,,,,,,,,,,,,,,,,,,,,,
0.000137,-0.644775,-0.333023,0.725699,6412.149965,2001-01-01 01:46:52.150 +0000,,,,,,0.517548,0.523712,0.223022,,0.755467,,,,,,,,,,,,,,,,,,,,,,
0.052887,-0.586868,-0.380859,0.701616,6412.140139,2001-01-01 01:46:52.140 +0000,,,,,,0.5177,0.535095,0.221176,,0.76933,,,,,,,,,,,,,,,,,,,,,,
0.029175,-0.661011,-0.426346,0.78712,6412.130343,2001-01-01 01:46:52.130 +0000,,,,,,0.505386,0.58432,0.19725,,0.776698,,,,,,,,,,,,,,,,,,,,,,
0.017288,-0.645142,-0.543579,0.843792,6412.120546,2001-01-01 01:46:52.121 +0000,,,,,,0.471542,0.645279,0.155762,,0.797341,,,,,,,,,,,,,,,,,,,,,,
0.054413,-0.581207,-0.74559,0.946925,6412.11072,2001-01-01 01:46:52.111 +0000,,,,,,0.446243,0.689102,0.110626,,0.814247,,,,,,,,,,,,,,,,,,,,,,
0.06929,-0.570068,-0.593292,0.825697,6412.100924,2001-01-01 01:46:52.101 +0000,,,,,,0.440186,0.742767,0.09259,,0.828392,,,,,,,,,,,,,,,,,,,,,,
0.143829,-0.63443,-0.589355,0.877797,6412.091127,2001-01-01 01:46:52.091 +0000,,,,,,0.430908,0.819275,0.088776,,0.868355,,,,,,,,,,,,,,,,,,,,,,
0.087799,-0.696625,-0.43222,0.824505,6412.081331,2001-01-01 01:46:52.081 +0000,,,,,,0.388504,0.890884,0.100403,,0.929932,,,,,,,,,,,,,,,,,,,,,,
0.051163,-0.722214,-0.419357,0.836702,6412.071505,2001-01-01 01:46:52.072 +0000,,,,,,0.334961,0.992294,0.101944,,0.977083,,,,,,,,,,,,,,,,,,,,,,
0.036194,-0.70195,-0.47084,0.846011,6412.061708,2001-01-01 01:46:52.062 +0000,,,,,,0.337341,1.079086,0.075821,,1.052254,,,,,,,,,,,,,,,,,,,,,,
0.060806,-0.643204,-0.549057,0.847863,6412.051912,2001-01-01 01:46:52.052 +0000,,,,,,0.366119,1.196747,-0.001892,,1.133126,,,,,,,,,,,,,,,,,,,,,,
0.090897,-0.612015,-0.567642,0.839668,6412.042086,2001-01-01 01:46:52.042 +0000,,,,,,0.369736,1.280258,-0.072556,,1.251499,,,,,,,,,,,,,,,,,,,,,,
0.081207,-0.672379,-0.514816,0.850719,6412.03229,2001-01-01 01:46:52.032 +0000,,,,,,0.344162,1.394882,-0.210602,,1.334552,,,,,,,,,,,,,,,,,,,,,,
0.022125,-0.732407,-0.351013,0.812477,6412.022493,2001-01-01 01:46:52.022 +0000,,,,,,0.259766,1.464157,-0.290619,,1.452066,,,,,,,,,,,,,,,,,,,,,,
0.042236,-0.538483,-0.246841,0.593867,6412.012667,2001-01-01 01:46:52.013 +0000,,,,,,0.155533,1.541565,-0.346741,,1.515155,,,,,,,,,,,,,,,,,,,,,,
0.239639,-0.192017,-0.419479,0.519866,6412.002871,2001-01-01 01:46:52.003 +0000,,,,,,0.023956,1.572922,-0.309067,,1.587716,,,,,,,,,,,,,,,,,,,,,,
0.283432,-0.403717,-0.318115,0.586957,6411.993074,2001-01-01 01:46:51.993 +0000,,,,,,-0.081985,1.541977,-0.250595,,1.603178,,,,,,,,,,,,,,,,,,,,,,
0.152313,-0.645584,-0.450546,0.801854,6411.983278,2001-01-01 01:46:51.983 +0000,,,,,,-0.131958,1.50769,-0.177673,,1.564357,,,,,,,,,,,,,,,,,,,,,,
0.056183,-0.668976,-0.662903,0.943465,6411.973452,2001-01-01 01:46:51.973 +0000,,,,,,-0.141434,1.502426,-0.117218,,1.523847,,,,,,,,,,,,,,,,,,,,,,
0.077026,-0.674484,-0.867233,1.101343,6411.963656,2001-01-01 01:46:51.964 +0000,,,,,,-0.1203,1.517975,-0.084305,,1.513614,,,,,,,,,,,,,,,,,,,,,,
0.087708,-0.733658,-0.989075,1.234591,6411.953859,2001-01-01 01:46:51.954 +0000,,,,,,-0.079254,1.555542,-0.093292,,1.525066,,,,,,,,,,,,,,,,,,,,,,
0.150253,-0.67775,-0.999039,1.216552,6411.944033,2001-01-01 01:46:51.944 +0000,,,,,,-0.058716,1.690125,-0.157196,,1.560351,,,,,,,,,,,,,,,,,,,,,,
0.284592,-0.562408,-0.877335,1.080283,6411.934237,2001-01-01 01:46:51.934 +0000,,,,,,-0.073227,1.887939,-0.238861,,1.698434,,,,,,,,,,,,,,,,,,,,,,
0.444138,-0.411469,-0.856628,1.048988,6411.924603,2001-01-01 01:46:51.925 +0000,,,,,,-0.102341,2.027878,-0.327652,,1.904398,,,,,,,,,,,,,,,,,,,,,,
0.720947,-0.258118,-1.184052,1.410095,6411.914807,2001-01-01 01:46:51.915 +0000,,,,,,-0.166519,2.124832,-0.386856,,2.056725,,,,,,,,,,,,,,,,,,,,,,
0.761078,-0.565811,-0.953918,1.345118,6411.904981,2001-01-01 01:46:51.905 +0000,,,,,,-0.218246,2.089081,-0.403336,,2.166171,,,,,,,,,,,,,,,,,,,,,,
0.614441,-0.65123,-0.971085,1.320849,6411.895184,2001-01-01 01:46:51.895 +0000,,,,,,-0.258041,2.007065,-0.432983,,2.138824,,,,,,,,,,,,,,,,,,,,,,
0.468765,-0.594345,-1.084412,1.322473,6411.885388,2001-01-01 01:46:51.885 +0000,,,,,,-0.305695,1.891129,-0.406586,,2.069389,,,,,,,,,,,,,,,,,,,,,,
0.288101,-0.532059,-1.194443,1.338948,6411.875562,2001-01-01 01:46:51.876 +0000,,,,,,-0.352951,1.804047,-0.414444,,1.958348,,,,,,,,,,,,,,,,,,,,,,
0.145477,-0.472946,-1.219589,1.316146,6411.865766,2001-01-01 01:46:51.866 +0000,,,,,,-0.397751,1.687988,-0.392593,,1.884389,,,,,,,,,,,,,,,,,,,,,,
0.179611,-0.374557,-1.222122,1.290789,6411.855969,2001-01-01 01:46:51.856 +0000,,,,,,-0.42836,1.568161,-0.367249,,1.7781,,,,,,,,,,,,,,,,,,,,,,
0.34169,-0.335785,-1.149689,1.245507,6411.846173,2001-01-01 01:46:51.846 +0000,,,,,,-0.446609,1.482117,-0.358063,,1.666581,,,,,,,,,,,,,,,,,,,,,,
0.555389,-0.370499,-1.157196,1.335975,6411.836347,2001-01-01 01:46:51.836 +0000,,,,,,-0.462723,1.412338,-0.327408,,1.588817,,,,,,,,,,,,,,,,,,,,,,
0.752899,-0.345428,-1.22348,1.477526,6411.82655,2001-01-01 01:46:51.827 +0000,,,,,,-0.484161,1.37236,-0.291245,,1.521843,,,,,,,,,,,,,,,,,,,,,,
0.894699,-0.361313,-1.228821,1.562381,6411.816754,2001-01-01 01:46:51.817 +0000,,,,,,-0.514313,1.350296,-0.26236,,1.484119,,,,,,,,,,,,,,,,,,,,,,
0.902451,-0.297134,-1.368866,1.666283,6411.806958,2001-01-01 01:46:51.807 +0000,,,,,,-0.547806,1.331726,-0.233002,,1.468554,,,,,,,,,,,,,,,,,,,,,,
0.734451,-0.244583,-1.382217,1.584224,6411.797132,2001-01-01 01:46:51.797 +0000,,,,,,-0.581787,1.301865,-0.196106,,1.458724,,,,,,,,,,,,,,,,,,,,,,
0.453674,-0.112457,-1.28566,1.367987,6411.787335,2001-01-01 01:46:51.787 +0000,,,,,,-0.61441,1.26593,-0.153809,,1.43937,,,,,,,,,,,,,,,,,,,,,,
0.223389,-0.01355,-1.16777,1.189022,6411.777539,2001-01-01 01:46:51.778 +0000,,,,,,-0.644928,1.252304,-0.14296,,1.415534,,,,,,,,,,,,,,,,,,,,,,
