x_times_g,y_times_g,z_times_g,g_measured,TimeInterval,Date
-0.343353,1.065933,-0.68663,1.313608,45513.03865,2001-01-01 12:38:33.039 +0000
-0.397919,1.190872,-0.598602,1.390985,45513.01906,2001-01-01 12:38:33.019 +0000
-0.490479,1.25499,-0.533127,1.449066,45512.99947,2001-01-01 12:38:32.999 +0000
-0.492355,1.374496,-0.511581,1.547052,45512.97988,2001-01-01 12:38:32.980 +0000
-0.517914,1.531067,-0.463852,1.681535,45512.96028,2001-01-01 12:38:32.960 +0000
-0.579178,1.705231,-0.383286,1.84124,45512.94072,2001-01-01 12:38:32.941 +0000
-0.657944,1.872147,-0.304428,2.00761,45512.92113,2001-01-01 12:38:32.921 +0000
-0.764206,2.061813,-0.21582,2.209449,45512.90154,2001-01-01 12:38:32.902 +0000
-0.799149,2.117188,-0.14357,2.267539,45512.88195,2001-01-01 12:38:32.882 +0000
-0.843292,2.275253,-0.061401,2.42728,45512.86235,2001-01-01 12:38:32.862 +0000
-0.855347,2.281204,-0.011627,2.436318,45512.84279,2001-01-01 12:38:32.843 +0000
-0.857727,2.242035,0.022125,2.400605,45512.8232,2001-01-01 12:38:32.823 +0000
-0.833771,2.134308,0.105774,2.293825,45512.80361,2001-01-01 12:38:32.804 +0000
-0.77951,1.946671,0.258728,2.112842,45512.78401,2001-01-01 12:38:32.784 +0000
-0.700607,1.740692,0.398621,1.91827,45512.76442,2001-01-01 12:38:32.764 +0000
-0.632263,1.487091,0.53096,1.700916,45512.74483,2001-01-01 12:38:32.745 +0000
-0.581879,1.245499,0.631836,1.512966,45512.72524,2001-01-01 12:38:32.725 +0000
-0.520157,1.051926,0.697433,1.36511,45512.70568,2001-01-01 12:38:32.706 +0000
-0.454926,0.896744,0.780914,1.273159,45512.68608,2001-01-01 12:38:32.686 +0000
-0.387863,0.757492,0.832321,1.190374,45512.66649,2001-01-01 12:38:32.666 +0000
-0.397964,0.661423,0.839081,1.140137,45512.6469,2001-01-01 12:38:32.647 +0000
-0.391998,0.551025,0.973969,1.185709,45512.62731,2001-01-01 12:38:32.627 +0000
-0.299637,0.531311,1.131699,1.285619,45512.60771,2001-01-01 12:38:32.608 +0000
-0.250443,0.584351,1.095444,1.266564,45512.58812,2001-01-01 12:38:32.588 +0000
-0.324493,0.740387,0.826523,1.156118,45512.56856,2001-01-01 12:38:32.569 +0000
-0.36174,0.908569,0.515564,1.105514,45512.54897,2001-01-01 12:38:32.549 +0000
-0.43602,1.123245,0.417969,1.27534,45512.52938,2001-01-01 12:38:32.529 +0000
-0.497543,1.285538,0.367432,1.426591,45512.50978,2001-01-01 12:38:32.510 +0000
-0.537567,1.480209,0.289062,1.601111,45512.49019,2001-01-01 12:38:32.490 +0000
